,Unnamed: 0,doc_id,text,score1_int,num
107,108,108,  艾絲翠德 妹妹    新聞 全球 最小 肯德基 顧客 趴在 地上 時間                全球 最小 肯德基 顧客 趴在 上點 即時新聞 綜合 報導 速食 之間 一直 以來 競爭 相當 激烈 除了 定期 推出 口味 或活 動外 頗富 創意 閃店 吸引 消費者 前來 消費 手段 之一 日前 美國 肯德基  美國 奧勒 岡州 波特蘭 市新開 一家 袖珍 門市 如其 店內 所有 陳設 連同 餐點 縮小 顧客 來到 這點 只能 趴著點 吸引 不少 一探 究竟 顧客 前來 消費 還說 裡頭 炸雞 一般 門市 一模一樣 根據 外媒 報導 這間 位於 波特蘭 市內 一處 街角 肯德基 門市 號稱 全球 最小 肯德基 店內 提供   套餐 當然 超級 袖珍版 店外 沒有 聳立  招牌 沒有 快餐車 窗口 外型 有如 一棟 小小的 建築 模型 十分 可愛 稍不留神 還真會 小心 錯過 肯德基 對外 釋出 迷你 肯德基 宣傳 影片 可以 看到 店員 製作 迷你 餐點 過程 微型 廚房 容納 雙手 炸雞 粉到 油炸 製作 糕點 擺盤 手感 精巧 佩服 不已 影片 可以 看見 前來 光顧 客人 必須 趴在 店門口 點餐 取餐 店員 露出 一隻 手把 點送 看到 影片 客人 看著 手上 迷你 可愛 餐點 新鮮感 喜悅 全都 臉上 不少 嘗試 過的 網友 也掛 保證 味道 其他 肯德基 分店 一樣     自由  發信站 踢踢 實業   來自  文章 網址           一天 人類 終於 想起 支配 他們 恐懼      感覺 成本 可以 台灣 企業 起來           這是 肯德基      好像 一陣子 記得 期間 限定      台灣 特色 不是 貨櫃 漢堡      不是      突然 想到 之前 的紙 麥當勞    ,-1,587
108,109,109,      肯德基 快取 要求 現炸 怎麼 方便 店家 時間        很多 肯德基 預訂 快取 要求 現炸 餐廳 真的 照辦 因為 不想 店家 現炸 備註 怎麼 比較 想過 時間 配合 店家 店家 回電 給我到 取餐 時間 這樣 可以 感謝 大大 指點 發信站 踢踢 實業   來自  文章 網址           直接 寫現      大概 要選 多久 時間 後呢      現炸 系統 能選 時間 就是 作業 時間      店家 會回 現炸 然後 保溫箱 出來 給你      上次 備註 現炸 取餐 店員 提醒 剛炸 小心       真的 好吃      上次 下午 三點 取現   店員 還在 快好了      現炸 真的 超爽 不過 真的 注意      至少 給個 半小時 時間 太少 是給 保溫 現炸      現炸 真的 極品 上次 有點 感動      提早  分鐘 應該 不會      上次 預訂 快取 預留  分鐘 要求 現炸 拿到 還是 保溫箱 口感      笑容可掬 店員 我們 今天 現炸的哦            現炸 店員 會特 別說 真的 炸起來 薯條 雞米      可以 好吃 流淚      真的 上次  套餐 雖然 只有 炸雞 現炸 其他 沒有      感動 流淚 所以 真的 現炸      現炸 然後 隨緣 大概 機率      一次 現炸 還燙 真的 鮮嫩 多汁      預訂 快取 他們 感覺 開始 這樣 現炸要      超久  或者 烤雞 怎樣 可以 他們 保留      覺得 預定 快取 看單      還是 特殊 需求       一次 晚上 接近   現炸 驚為 天人    ,0,562
109,110,110,       是不是 電話 讀卡 時間       這樣 平時 預訂 點餐 除了 不用 還有 一點 現場 只要 結帳 不用 報卡 點數 自動 入帳 因為 有些 無法 預訂 還是 現場 點餐 這時 出示 會員 積點 然後 店員  首先 拿出 手機    開啟 一個 動畫  打開  機器 確認 會員  重點 這麼 時間 掃出來 還是 最後 還是 只好 電話 簡單 而且 不會 有錯 前後 浪費 一分 多鐘 完成 時間 還比 這個 而且 積點 需要 電話 兌點 還是 透過 實體 會員證 就是 手機 萬一 出來 沒用 總之 體驗 這樣 確認 過程 以後 積點 還是 盡量 只用 預訂 或者 直接 電話 手機 不但 更花 時間 還不 一定 沒用過 其他 類似 虛擬 知道 是不是 虛擬 認證  這樣 麻煩 起碼  那個 動畫 應該 拿掉 設計 至於 辨識 正確率 知道 版友 起來 是不是 正常 確認 一下 機器  還是 其他  店員 對準 之類 今日 發信站 踢踢 實業   來自  文章 網址           真的 截圖      突然 想到 可以 這個 單獨 一個 安卓 分頁 只放       知道 可不可以       雙響       手機 裡面      不好 讀取 無誤  所以 累積 點數 的話 電話 算了      車道 直接 被問 有無 就問 電話 現在 習慣 先報      電話      先開 點餐 讀取 速度 滿快      應該 前面 人點 時候 先開      樓上  先開 點餐 根本 很快      可以 會員卡 截圖 下來 自己 成功 使用      電話 比較 之前 點餐  開好 儀器 怪怪的      常刷  幾秒 不到 索性 後來 電話      去年  那天 消費 兩次 完成        掃描      消費 還蠻 常刷 手機  會員 條碼 所以 習慣      帳前 開好 條碼 等待      樓上 根本 沒有 不好 感應 只是 有些 店員 超近      明明 就是 適當 空間 才能 對準 掃到      電話 比較 尤其 兌換 時候 老是 不到      這和 全家 號碼 意思 一樣      因為 電子 支付 加載 如果 一個 會員      目前 怎麼 至少 兩次 電話 快多      我要 出示  店員 手機號碼 比較      一個  悠遊 結帳 不能 電子 載具      現金 悠遊 可以 刷載      什麼 不能 先開      常去  開始 要給 我們 直接 電話       悠遊 可以 直接 載具 歸戶呀      前面 如果 正妹 電話 樂意 順耳 聽聽      大概 惡性循環 店員 覺得 讀取  不是 順暢 乾脆      直接 客人 電話 算了 累積 點數 的話      可以 電話 訂餐 現炸  積點 有些 優惠券 不能 網訂      昨天 肯德基  不到      今天 兩秒 就過 當初 到底 怎麼  幾秒      亮度 太暗 造成      手機 條碼 螢幕 亮度 調到 最亮      什麼 不能 先開       出來 亮度 自動 最高 真的 不好 服務員      電話      電話 不然 事先 截圖 可以      今天 先開  店員 還要 我報 電話 說會 比較      堅持 掃碼 只花 兩秒 而已 點個 還要 店員       真累      廣告 洗腦    ,-1,1084
110,111,111,      抱怨 這家 肯德基 根本 回收 廚餘 時間                            食用 食物 進去 完全 一般 垃圾 袋子 這樣 根本 回收 廚餘 那有 分類 回收 消費者 作功 發信站 踢踢 實業   來自  文章 網址           發現       發現      樓上 台灣 那麼 多人      好奇 速食店 什麼 廚餘      反正 民眾     還是 一定 比例 分類  吃剩 漢堡 吃剩 炸雞 吃剩  廚餘      拱門 員工 訓練 分類 比較 確實     編輯          顆顆 你們 知道 打烊 垃圾 回收 業者 怎麼 處理 那些 垃圾      奇摩      其實 應該 這樣      餐廳 速食 超商 認真 代表 認真      有些 人養 會來 廚餘      餐飲 做過 做做 樣子 反正 最後 一起     原來 自己 現實 脫節  速食店 廚餘 很多 地方 一般 回收 最後      一起     編輯          早就 全部 塞成 一包      別傻了 全台 廚餘 心酸 處理廠 在那      恭喜 發現      很多 速食店 回收 一般 垃圾 同個 垃圾袋       別說 商家 有些 地方 清潔隊 資源 回收 隨便      那邊 分類 半天 結果 或是 回收 價值 不高      也轉 丟到 垃圾車 吃掉      內湖 焚化爐 裡面 有個 廚餘 處理 好嗎      有次 當當 發現  原來 根本 沒差      哈哈 焚化爐 廚餘 處理 去過 不能 說太多      台北市 天廚 回收 超過  那裡了      之前 看過 速食店 店員 垃圾 直接 回收 垃圾 一起      那些 回收 廚餘 消費者 根本就是 刁難 店員 還要 浪費      真的 城鄉 差距 之前 雲林 還有 廚餘 養豬 北部 丟掉      發現  做過 丹丹 肯德基 打烊 時候 垃圾 廚餘      丟在 同一 包裡      當然 去過      好幾個 廚餘    ,-1,625
111,112,112,      食記 法國 肯德基 初體驗 時間        附圖 網誌     不好意思 由於 這篇食 記寫 網誌 不想 點選 網誌 可以 文字版 只是 自行 開圖  文字版 最近 附近 一家 肯德基 附近 大概 車程  分鐘 左右 頗受 年輕人 歡迎 周三 晚上 試試     麥當勞 旁邊 坐在 肯德基 可以 看到 麥當勞 裡面 客人 正在 用餐 程度 車道 停車場 標配 進門 看到 點餐 機器 這裡 點餐 可以 直接 信用卡 支付 再到 取餐 領取 餐點 可以 機器 點餐 好處 就是 看不懂 法文 可以 直接 點選 圖片 一個 憑直覺 可以 完成 點餐 流程 需要 櫃台 店員 對話 當然 除非 信用卡 無法 結帳 可以 選擇 點完餐 之後 櫃檯 結帳 如果 用餐 請選   如果 外帶 請點      這個 畫面 最後 選取 套餐 部分  不用 加錢 最近 期間 限定 漢堡  一種 法國 起司 通常 加熱 融化 加上 冷肉  馬鈴薯 食用 興趣 可以 自行 估狗 一下 超市 還滿 常見 在家 裡也 菜式 害怕 法國 起司 可以 輕鬆 駕馭     官網 截圖 我們 加點 右邊 起司 球來 好吃 如果 再熱 一點 的話 但是 三個 小不點兒 就要  其實 點完餐 之後 著白單 可以 前台 取餐 速度 非常 而且 當時 店內 很多 一個點 完餐 取餐 準備 那樣 快速 我們 點了 兩份 套餐 正常 薯條 大小 另外 加點  起司 球及 薯球 兩人份 總價  杯子 空杯 可以  這邊 有點 搞笑 法國 第一次 所以 使用 我們 遵照 杯子 指示 掃描   怎麼 成功     我們 兩個 半天 旁邊 用餐 客人 忍不住 指導 我們 我們 一直 認為 先掃 逼聲 杯子 放上去 原來 只要 放上去 對準 掃描 處就好 我們 兩個 學會 之後 別人 現學 賣哈 應該 重量 裝置 飲料 裝滿 它會 自動 想裝 辦法 不過 注意 就是 氣泡 飲料 出得 太快 結果 滿地     有點 趕只 長相 有點 凌亂 漢堡 這裡 炸雞 基本上 雞胸肉 腿堡阿 我點 烤雞 因為 調理 方式 關係 覺得 烤雞 反而 比較 好吃 適中 嫩度 也夠 雞胸肉 偏乾 另外 畢竟 重要 國家 包有 一定 整體 搭配 起來 口感 不差     薯條 起來 薯球 比較 好吃 第二次 光顧 加點 就是說 好像 不能 套餐 換成 薯球 前面 提到 備餐 很快 就是 其實 很多 做好 餐點 來說 不夠 炸物 這種 只要 不夠 美味 減少 三成 不過 觀察 還滿 法國人 習慣 東西 這裡 肯德基 有線 問卷 只要 問卷 拿到 兌換 下次 回購 可以 得到 四塊 炸雞 限制 隔天 才能 問卷 正常 不然 大家 先點 完再 現場 填完 需在 用餐  天內 兌換 下次 購買 套餐 才能 兌換 於是 填完 之後 我們 周內 再度 前往 用餐     這次 我點 這個 套餐 有點像 台灣 重量級  套餐 感覺 一個 漢堡 可選雞 或魚 三塊 雞翅 中薯 中杯 飲料 甜點 可選 聖代 餅乾 感覺 什麼 可以 只要 正常 套餐 價格 歐多 喜歡 這種 可以 多樣 類型 套餐 點完餐 之後 我們 櫃檯 詢問 兌換 雞柳 因為 機器 無法 操作 這個 選項 店員 先是 一臉 困擾 知道 怎麼 操作 然後 兩三個 人來 幫忙 兩張 海報 廣告 這個 活動 但是 店員 這麼 不熟 醉了 最後 出現 一個 看起來 稍微 厲害 店員 果要 兌換 這個 必須 櫃檯 點餐 不能 機器 而且 我們 這張 過期 兩次 用餐 日期   如果說 第一次 用餐 算一天 的話 那麼 剛好  就是 不能 換了 這樣 所以 提醒 大家 如果 有要 兌換 這個 免費 雞柳要 注意 一下 使用 規範     這次 特地 漢堡 以為 這樣 套餐 可能 漢堡 一點 沒想到 還滿 一個 我選 魚柳 但是 覺得 難吃 魚肉 鬆散 濃濃的 冷凍 魚堡加 番茄醬 欣賞 後悔 沒選雞 因為 免費 雞柳 可以 聖代 會給 空杯 完餐 櫃台 兌換 可以 整盤 打開 之後 發現 少給 雞翅 店員 爽快 地補 一袋 雞翅 給我 結果 裡面 六個 翅膀 三個 小棒 法國 雞翅 沒有 最後 一節 其實 知道 餐點 內容   三個 完整 翅膀 組合 翅膀 那樣 等待 驗證 不過 得到 一袋 很多 雞翅 不用 高興 太早 因為 這是 吃過 難吃 炸雞翅 之一 沒有 存圖 作證  所以 可以 相信 只能 字述 口感 外觀 看起來 乾乾的 顏色 正常 炸物暗 許多 有些 地方 出現 焦黑 的話 就是 二炸要 就是 火太大 難怪 這麼 爽快 地給 很多 下去 油耗 很重 乾柴 表皮 有點 一種 肉類 之後 平底鍋 再次 煎過 表皮 一層 硬皮 痕跡 這不 應該 炸雞翅 出現 總之 有點 後悔 沒選雞 因為 免費 雞柳 可以  聖代 令人 驚艷 雖然 小小 一杯 但是 非常 濃郁 我選 巧克力 果醬 另外 還有 草莓 焦糖 原味 巧克力 其實 加熱  因為 店裡 販售  餅乾 結論 這家 肯德基 所以 參考值 很少 餐點 普遍 不夠 兩次 這樣 價格 其實 競爭力 這也 生意 原因 之一 區域 外食 來說 如果 晚上 上個 小酒館 吃飯 至少   速食店 套餐 價格 餐廳 相比 幾乎 一半 價格 份量 很夠 我點 普通 套餐 吃不完 雖然 台灣 肯德基 起來 還是 貴上 許多 這樣 一想 其實 還算 經濟 近期 法國旅遊 這個 套餐 供應  不想 花太多 時候 不妨 試試 發信站 踢踢 實業   來自  文章 網址                感覺      覺得 可以      懷念 這種 正常 薯條 真的 有病 改成 難吃 金黃            意見  完全 不想 台灣 肯德基 薯條      覺得 地瓜 不錯      金黃 薯比 以前 好吃      合口味      樓上 有病 薪資 工時 物價 食物 無辜      脆薯 一版 軟爛 薯條      台灣 現在 薯條 比較 好吃 意見 不合 罵人 比較 有病      結果 重點 變成 薯條 薯條 超普  大家 激動      比較 喜歡 現在 金黃      台灣 現在 薯條 好吃 以前 根本 一點 味道 沒有      喜歡 舊版 的耶      現在 比較 好吃      現在 比較 好吃      現在 比較 好吃 地瓜 也贏 舊版 薯條      現在 好吃      飲料   好酷      任何 薯條 喜歡 不管 馬鈴薯 丹丹 漢堡      瓜薯      感謝 分享      現在 薯條 好吃      現在 之前 板上 另外 兩家 薯條        風格 不要 認真 釣到      有趣 不過 法國人 傳統 不是 排斥 速食       現在 薯條 如果 調味 能淡 一點 比較 好吃      希望 能用 地瓜 替代 現在 薯條 太常 有點       法國  一樣 一份       店員      喜歡 現在 薯條      覺得 現在 好吃      喜歡 國外 食記      竟然 有人 認為 舊版 好吃 傻眼      現在 薯條 舊版      現在 薯條 好吃      舊版 新版 好吃 不過 舊版 喜歡 單純 薯條      有趣      現在 薯條 一樣 覺得 以前 好吃 還能 電麥當           現在 薯條 好吃      難怪 國外 速食 窮人 然後 繼續 帶來 健康     ,1,2539
112,113,113,      討論 肯德基 評分 是不是 有用 時間        每次 肯德基 東西 店員 提醒 評分 時候 我們 填個 非常 滿意 感覺 的話 對於 店家 真的 影響 知道 大家 意見欄 什麼 開始 打個 好吃 好吃 一個 大拇指 但是 自從  這個 優惠券 過期 剩下  比較 吸引 薯條 不是  大概   評分 認真 肯德基  意見欄 每次 以前 有個 優惠券 兩塊 炸雞 兩個 蛋塔 小飲 實在 吸引 人去 肯德雞 消費 希望 可以 再出 一下 優惠 沒想到 這個  喜歡 炸雞 可以  烤雞 所以 大家 意見欄 什麼 發信站 踢踢 實業   來自  文章 網址           生意 根本 連那張 明細 沒在給      沒給 可以 如果 想要 的話      之前 態度 店員 得森  事後 真的 來電 詢問      填過 發票 一起 給的 那張 認真 覺得 有夠 麻煩 要不是 店員      什麼 但是 打來 護航 店員 從此 抵制 那個      我能 不能 幫填 根本 不會 主動 填完 之後 決定 以後 即使      店員 求幫 拒絕     主要 原因 因為  雞塊 之前  炸雞  分店      原來 生意     感覺 一定  最近       填有 什麼 關聯性  影響 蠻大的 如果 分數 低會 公司     公司 這樣 至少 算有 維護 服務 品質 編輯          還不 簡單 回送 炸機 一定     下次 開始 意見 改填 懷念 以前  炸雞 優惠 吸引 人去 肯德雞 消費 編輯           應該  不能 問卷 優惠 同時 使用     優惠券 問券 優惠 可以 同時 使用 已經 這樣  肯德基 問卷 好像 真的     編輯          填買 優惠 不能 不合理      下次 不填 問卷     可以 難道 遇到 店家 不給 編輯          生意 不好 店遇 過會 回收 號碼牌 問卷 正好 號碼牌      一張 之後 知道 問卷       問卷 優惠 不能 一起 除非 店家 辦法           規定 不能 同時 特例 店員 通融      因為 優惠 不能 並用 填來換 優惠      優惠 不能 並用 店家 我家 附近 這間 不行     原來 這樣 原來 遇到 店家  編輯          維護 品質 不過 通常 問卷 客人 意見      那種 服務 時候 不會 有人 雖然 服務 應該      不過 希望 大家 遇到 服務 時候 可以 填個 問卷 這樣 服務      精神 更好     同意 問卷 有點 像是 鼓勵 服務 店員 世界 美好   優惠券 不能 問卷 一起 所以 沒填      當年 還是 免費 炸雞 時候 一次 一次 雖然 套餐      但是 雞腿 堡餐 還是  很夠      偶爾 遇到 新手 店員 問點 沒有 直接 就是 一段 故事      炸雞 真的 每次 必填 然後 一直 套餐 肯德基 地獄   問券 禮記 規定 套餐 才能 遇到 說話 店家     感謝 店家 好多 雞塊  店家      遇過 新手 店員 給了 優惠 並用 之後 出餐 主管 看到 就臭      之後 不敢 再試 店員 不好意思     遇到 主管 好心 給我換 感恩 主管 主管 編輯          餐點 正確性 到底 什麼      正確 就是 正確 正確 正確 還要 真的 不解     當作 正確 正確 以外 存在 編輯          一下 填完 之後 那個 代碼 怎麼 內容 什麼      什麼 內容 現在 問卷 優惠 就是 雞塊 別的     編輯          幾次 點取餐 速度慢 櫃檯 動線 不佳 每次 改善     可以 考慮  預定 快取 備註 使用 問卷 優惠 代碼  方便 編輯         編輯          生菜 爛爛 黃黃的 炸雞 乾乾的 全寫      或是  不然 空白       真的 薯條 福音     真的  優惠 不能 同時 昨天 管理 給我用 今天      紅黑服 不給     只能 推好 店家  因為 管理 組都會 服務員 不能      但是 管理 自己 心情 時候 就讓       真的 辦法 一包 薯條      樓下 支援 圖片            回到 正題  問卷 真的 這是 店員 應該 沒錯      反而 喜歡 蛋塔 可是 幾乎 每張 優惠券      應該 因為 肯德基 蛋塔 人氣 編輯          借問 一下  不能 預定 快取     優惠券 開頭 不能 快取 所以  不行 編輯         編輯          請問 問卷 有個 優惠 代碼   優惠 什麼 沒寫           樓上 就是 發票 下次 消費 套餐 可以  元換      雞塊    ,1,1498
113,114,114,      情報  金厚 香濃 起司 系列 發現 餐車  時間        今天 上市 金厚 起司 雞腿 重量級   三塊 而且 一塊 沒有  預訂 滿額 激省午 晚餐 一般  十塊 原價  單點  預訂 沒有 加價 更換 選項 以前 推出 起司 雞腿 便宜 一點 以前 雞腿 排不太 一樣 這次 只是 咔拉 雞腿 升級版 三種 起司 三元  覺得 可以 金厚 香濃 起司 重量級   五塊 激省午 晚餐 一般  六塊 原價  單點  看起來 去年 一樣 裹起 司醬 比較 喜歡 第一年 模式 預訂  更換 加價 三元 兩塊 六元 今日 發信站 踢踢 實業   來自  文章 網址           嗚嗚 還我 醬香 酸甜     編輯          今天 現場  店員 不能 加價 所以      網路 預定 快取 測試 一下 可以 加價                          其實 吃過 一樣 所以 現在 風味 炸雞 只會用       備註 改內用     編輯          現場 點餐 遇到 類似  不妨 預訂 換來 提醒 店員      不然 乾脆 當店 面前 預訂 取餐      好像 感覺 不錯      樓上 那起司 照片 誘人       的話 換起 司雞  值高 知道 沒能 換起 漢堡    ,0,395
114,115,115,      食記 肯德基 濃香 起司 金厚 起司 雞腿 時間        圖文 網誌     今天 肯德基 產品 上市 分別 濃香 起司 金厚 起司 雞腿 名稱 特別 這次 想要 一次 兩種 嘗新 看看 選擇 金厚 起司 雞腿 重量級  套餐 原本 搭配 炸雞 換成 上市 濃香 起司 所以  元有 一份 薯條 一杯 飲料 一個 濃香 起司 金厚 起司 雞腿 最後 加上 一個 蛋塔 這次 時候 因為 金厚 起司 雞腿 還得 反而 濃香 起司 作好 一個 因素 直接 影響 之後 食用 口感 首先 金厚 起司 雞腿 測了 一下 溫度 作好 溫度 切半 可以 看到 那剛 可口 雞腿 這次 金厚 起司 雞腿 一片 大片 生菜 司片 起司 起司 配菜 大口 可以 感受 不同 起司 味道 炸雞腿 交融 通常 漢堡 多一些 生菜 還蠻 討喜 不過 這次 整片 生菜 夾在 起司 中間 有些 口感 突兀 接下來 濃香 起司 可以 看到 像是 冬天 應景 辣味 炸雞 上鋪 一層 起司 被單 因為 製作 關係 基本上 只有 朝上 一面 有加 起司 這次 拿到 溫度 降低 許多 咬了一口 的確 起司 風味 濃厚 辣味 炸雞 搭配 的還 不錯 然而 這次 真的 太久 油膩感 更加 明顯 另外 一點 這次 濃香 起司 因為 不同 部位 不同 食感 如果 選到 部份 本身 衣帶 油份 一旦 炸雞 溫度 下降 口感 可能 不是 吸引 這兩項 商品 建議 食用 另外 如果 遇到 其中 一項 作好 一項 需要 等待 很久 情況 可能 遇到 太久 商品 口感 不好  如果 興趣 嘗試 朋友 也許 可以 留意 一下      發信站 踢踢 實業   來自  文章 網址                 可以 一隻      油膩      想用       以前 季節 雞腿 產品 優惠券 可配 著用 很少           不錯      不錯           只有 第一口 明顯 品嚐 起司 後面 炸雞 辣味 蓋過      覺得 起司 好少      覺得 起司 好少 可以 要求 加量      這次 口味 體驗 沒有 醬香 來得 好吃 值得 多付      暫時 改回      不優      肯德基 不等 實在太 瞬間 滅火      起司 太少 跟上 一次 起司 差蠻      之前 一樣 的話 有點 不想      起司 真的 很少 因為 無感 推薦      起司 去年 好吃 還是 薄脆 雞好      昨天 剛吃 覺得 普普 醬香 好吃      起司 漢堡 優惠券 可以 用嗎      不優      起司 雞腿 無法 升級 專屬 優惠券 建議  差價 最小      可用 發票 優惠 預訂 滿額      剛剛 預定 快取 備註 起司 加量 馬上 來說 起司      無法 增加 看來 只能 原本      還是 醬香 好吃       店員 不讓 加價 換起 司雞      樓上 遇到 菜姓 店員      樓上 看到 有人  換起 司雞 今天 下班 試試看      結果 不給換       可以 升級 起司 起司 全部 黏在 紙袋  起司      很少      直接  網路 可以      金厚 起司 雞腿 感覺 好吃      升級  這樣  便宜 下次 這樣    ,1,1092
115,116,116,  吉翁    討論 肯德基 大杯 起來 加水 正常 時間        剛剛 女友 自點 一杯 大杯 紅茶 七喜 但是 兩人 起來 像是 加水 女友 杯子 是從 裡面 出來 想問 一下 這樣 正常 發信站 踢踢 實業   來自  文章 網址           感覺 照片 更好      當下 沒想到 拍照 看到 小杯 杯子 外面 但是      大杯 杯子 裡面 出來      加冰 加水 意思 一樣      我們 附近 肯德基 飲料 就是 櫃檯 後面 可以 看得 清楚      飲料 就是 先鏟 然後 飲料機 的話      所以 沒有 加水 步驟      七喜 如果 起來 加水 可能 還沒調 一次 沒有      甜味 櫃檯 然後 工作人員 自己 一杯 發現 真的 怪怪的      可能 沒有 糖漿 店員 反應 應該 更換      了解 謝謝 樓上 飲料 過程 沒有 親眼看到 只是 覺得      起來 太稀      其實 餐點  反應 搞不好 整個 奶茶 比例      救到 後面 客人 功德      餐點 如果 疑問 當下 去問 店員 基本上 解決      覺得 糖漿      杯子 從裡面 出來 就是 剛好 櫃台 沒有      七喜 應該 糖漿 紅茶 可能 比例 泡錯 沒甜 就是 忘記 加糖       直接 反應      之前 肯德基 點了 兩杯 紅茶 一樣 櫃台 反映      櫃台 正常      七喜 沒有 所以 氣泡 氣泡 賣好      比例  值班 如果 還是 覺得 通常 建議 其他 飲料      糖漿 成本 不至於 這凹 客人      謝謝 各位 因為 第一次 遇到 知道 可以 這樣      應該 機器 糖漿 換過 正常      正常    ,1,566
116,117,117,  宅宅 阿偉      抱怨 這家 肯德基 根本 回收 廚餘 時間        引述                       食用 食物 進去 完全 一般 垃圾 袋子 這樣 根本 回收 廚餘 那有 分類 回收 消費者 作功 意外 而且 知道 就算 有分 超好 一樣 沒有 不信 她們 委託 私人 垃圾車 後頭 知道 最後 通通 進去 車上 壓縮 送到 焚化爐 所以 下次 看到 路邊 拾荒者 或是 速食店 超商外 整理 回收 老人 給予 感謝 這些 默默 環保 努力 就算 他們 只是 變賣 換錢 自己 贏過 有些 環保 團體 只會 而已 還有 更多人 分類 怎樣 材質 知道 發信站 踢踢 實業   來自  文章 網址           如果 真的 幹嘛 建議 總公司 垃圾桶 不要 分類 空間      人力 反正 業者 從沒 打算 回收     回收 真的 不了 什麼 要是 多派 台車 真的 不符 成本 光是 司機 薪水 回收 還多 而且 這些 不能 紙類 便當盒 等等 有層 塑膠 上頭 目前 台灣 好像 只有 一家 技術 處理 回收 可惜 永遠都是 材料 來回  不過 如果 老人 選擇 相信 他們 不會 環保 努力 只是      做到 這個 專業 而已 任何人      這個 那個      遇到 同行 吵架 大罵 看到 而已     看過 不管怎樣 不能 否認 至少 比起 大多數 來說 還要 環保 地球 大家 老是 覺得 錢少 全都 垃圾車 沒人 想過 今天 因為 只有 幾塊錢 而已 往後 幾百萬 辦法 搞定 這所 帶來 汙染  總要 做個 樣子     不然 環保局 盯上   可以 賣錢 他們 還是 分類 像是 紙箱     紙箱 這種 垃圾 一定 會分 整理 不會 湯湯水水 殘餘 價值 多少  樣子 環保局 會來     環保局 垃圾車 後面 廚餘桶 雖有 分類 追蹤 一下 發現 做到 其實 難度 大多數 縣市 還是 做做 樣子 而已  正義 原則 人類 死光 可能      法規 規定 末端 管不著      廚餘 可以 賣錢 看過 有人      還是 因為 北部 養豬場 加上 運輸 沒有 相對 加值      不過 廚餘 真的 只是 小事 有機物 惡臭 而己 日前 高雄 短期      租地 建築 工業 廢棄物 一堆 不過 源頭 不到      廚餘 總量 吃不完 台北市 一天               什麼 輸入法     廚餘 品質 管控 之前 問過 住家 附近 養豬戶 表示 廚餘 難處 有人 魚骨 骨頭 筷子 塑膠 等等 麻煩 有些 東西 豬吃 健康  重點 骨頭 根本 不能 給豬      骨頭 本來 只能 拿來 堆肥 而已     編輯         編輯          好市 上次 慢慢 分類 服務 人員 親切           就是 看過 這種 所以 一般 垃圾 而且 沾油 的紙 回收 廠根      不要    ,-1,975
117,118,118,  貝提斯      雙饗 生日 禮要 怎麼 兌換 肯德基 時間        因為 肯德基 消費 所以 今天 時候 順便  雙饗 購卡禮 雞塊 雞米花 兩種 選擇 我選 雞塊 可能 因為 現炸 關係 覺得 味道  沒有 大家 那麼 難吃 回到 仔細 研究 卡片 優惠 發現 辦卡有 生日 禮金 肯德基  必勝客   遍尋 不著 類似 兌換 選項 因為 生日 剛好 一月底 還沒到 想問 有用 過的 板友 這個 生日 禮是 生日 當月 自動 發送 還是 怎樣 不會 我要 等到  才能 領到 發信站 踢踢 實業   來自  文章 網址          編輯          月初     殘念  生日 月初 簡訊 購物 序號 手機      肯德基 雞塊 早餐 店會 那種      最近 普通 早餐 炸雞塊 紅龍 麥當勞      陣子 一份 雞塊 完全 半點 肉汁       可以 直接      直接  看到 兩個 生日 折扣      這張 價值 購卡 當下 雞塊 生日 禮金      可以 店員  操作 直接 折抵     感謝 各位 答覆 不過 翻遍  還是 看到  樓上 建議 下次 直接 店員  好吃 好吃 別人 講的 本來 只能 參考 不能 盡信      優惠券 前兩天 剛用       點卡 轉的 到期      幾天 剛辦 遇到 同樣  幾天  裡面 自己 出現 抵用           觀察 看看 編輯          當天 辦還 不會 出現 要過 幾天 自己 出現  優惠券      壽星 剛用      回報 辦完 隔天  出現 通知 可以 使用 編輯        ,0,516
